window_start,window_end,window_index,Open_day1,Open_day2,Open_day3,Open_day4,Open_day5,Open_day6,Open_day7,High_day1,High_day2,High_day3,High_day4,High_day5,High_day6,High_day7,Low_day1,Low_day2,Low_day3,Low_day4,Low_day5,Low_day6,Low_day7,Close_day1,Close_day2,Close_day3,Close_day4,Close_day5,Close_day6,Close_day7,Volume_day1,Volume_day2,Volume_day3,Volume_day4,Volume_day5,Volume_day6,Volume_day7,Number_of_Trades_day1,Number_of_Trades_day2,Number_of_Trades_day3,Number_of_Trades_day4,Number_of_Trades_day5,Number_of_Trades_day6,Number_of_Trades_day7,Return_%_day1,Return_%_day2,Return_%_day3,Return_%_day4,Return_%_day5,Return_%_day6,Return_%_day7,Volatility_day1,Volatility_day2,Volatility_day3,Volatility_day4,Volatility_day5,Volatility_day6,Volatility_day7,Taker_Buy_Base_Volume_day1,Taker_Buy_Base_Volume_day2,Taker_Buy_Base_Volume_day3,Taker_Buy_Base_Volume_day4,Taker_Buy_Base_Volume_day5,Taker_Buy_Base_Volume_day6,Taker_Buy_Base_Volume_day7
2022-01-03,2022-01-09,2665,47343.542969,46458.851562,45899.359375,43565.511719,43153.570312,41561.464844,41734.726562,47510.726562,47406.546875,46929.046875,43748.71875,43153.570312,42228.941406,42663.949219,45835.964844,45752.464844,42798.222656,42645.539062,41077.445312,40672.277344,41338.160156,46458.117188,45897.574219,43569.003906,43160.929688,41557.902344,41733.941406,41911.601562,33071628362,42494677905,36851084859,30208048289,84196607520,28066355845,21294384372,,,,,,,,-1.873688,-1.206556,-5.073406,-0.936616,-3.71407,0.423599,0.425697,3.537466,3.560316,8.999743,2.532232,4.811016,3.74545,3.176705,,,,,,,
2022-01-04,2022-01-10,2666,46458.851562,45899.359375,43565.511719,43153.570312,41561.464844,41734.726562,41910.230469,47406.546875,46929.046875,43748.71875,43153.570312,42228.941406,42663.949219,42199.484375,45752.464844,42798.222656,42645.539062,41077.445312,40672.277344,41338.160156,39796.570312,45897.574219,43569.003906,43160.929688,41557.902344,41733.941406,41911.601562,41821.261719,42494677905,36851084859,30208048289,84196607520,28066355845,21294384372,32104232331,,,,,,,,-1.206556,-5.073406,-0.936616,-3.71407,0.423599,0.425697,-0.215549,3.560316,8.999743,2.532232,4.811016,3.74545,3.176705,5.733479,,,,,,,
2022-01-05,2022-01-11,2667,45899.359375,43565.511719,43153.570312,41561.464844,41734.726562,41910.230469,41819.507812,46929.046875,43748.71875,43153.570312,42228.941406,42663.949219,42199.484375,43001.15625,42798.222656,42645.539062,41077.445312,40672.277344,41338.160156,39796.570312,41407.753906,43569.003906,43160.929688,41557.902344,41733.941406,41911.601562,41821.261719,42735.855469,36851084859,30208048289,84196607520,28066355845,21294384372,32104232331,26327648900,,,,,,,,-5.073406,-0.936616,-3.71407,0.423599,0.425697,-0.215549,2.186911,8.999743,2.532232,4.811016,3.74545,3.176705,5.733479,3.810189,,,,,,,
2022-01-06,2022-01-12,2668,43565.511719,43153.570312,41561.464844,41734.726562,41910.230469,41819.507812,42742.179688,43748.71875,43153.570312,42228.941406,42663.949219,42199.484375,43001.15625,44135.367188,42645.539062,41077.445312,40672.277344,41338.160156,39796.570312,41407.753906,42528.988281,43160.929688,41557.902344,41733.941406,41911.601562,41821.261719,42735.855469,43949.101562,30208048289,84196607520,28066355845,21294384372,32104232331,26327648900,33499938689,,,,,,,,-0.936616,-3.71407,0.423599,0.425697,-0.215549,2.186911,2.838942,2.532232,4.811016,3.74545,3.176705,5.733479,3.810189,3.758299,,,,,,,
2022-01-07,2022-01-13,2669,43153.570312,41561.464844,41734.726562,41910.230469,41819.507812,42742.179688,43946.742188,43153.570312,42228.941406,42663.949219,42199.484375,43001.15625,44135.367188,44278.421875,41077.445312,40672.277344,41338.160156,39796.570312,41407.753906,42528.988281,42447.042969,41557.902344,41733.941406,41911.601562,41821.261719,42735.855469,43949.101562,42591.570312,84196607520,28066355845,21294384372,32104232331,26327648900,33499938689,47691135082,,,,,,,,-3.71407,0.423599,0.425697,-0.215549,2.186911,2.838942,-3.088871,4.811016,3.74545,3.176705,5.733479,3.810189,3.758299,4.167269,,,,,,,
2022-01-08,2022-01-14,2670,41561.464844,41734.726562,41910.230469,41819.507812,42742.179688,43946.742188,42598.871094,42228.941406,42663.949219,42199.484375,43001.15625,44135.367188,44278.421875,43346.6875,40672.277344,41338.160156,39796.570312,41407.753906,42528.988281,42447.042969,41982.617188,41733.941406,41911.601562,41821.261719,42735.855469,43949.101562,42591.570312,43099.699219,28066355845,21294384372,32104232331,26327648900,33499938689,47691135082,23577403399,,,,,,,,0.423599,0.425697,-0.215549,2.186911,2.838942,-3.088871,1.193027,3.74545,3.176705,5.733479,3.810189,3.758299,4.167269,3.202128,,,,,,,
2022-01-09,2022-01-15,2671,41734.726562,41910.230469,41819.507812,42742.179688,43946.742188,42598.871094,43101.898438,42663.949219,42199.484375,43001.15625,44135.367188,44278.421875,43346.6875,43724.671875,41338.160156,39796.570312,41407.753906,42528.988281,42447.042969,41982.617188,42669.035156,41911.601562,41821.261719,42735.855469,43949.101562,42591.570312,43099.699219,43177.398438,21294384372,32104232331,26327648900,33499938689,47691135082,23577403399,18371348298,,,,,,,,0.425697,-0.215549,2.186911,2.838942,-3.088871,1.193027,0.180278,3.176705,5.733479,3.810189,3.758299,4.167269,3.202128,2.449165,,,,,,,
2022-01-10,2022-01-16,2672,41910.230469,41819.507812,42742.179688,43946.742188,42598.871094,43101.898438,43172.039062,42199.484375,43001.15625,44135.367188,44278.421875,43346.6875,43724.671875,43436.808594,39796.570312,41407.753906,42528.988281,42447.042969,41982.617188,42669.035156,42691.023438,41821.261719,42735.855469,43949.101562,42591.570312,43099.699219,43177.398438,43113.878906,32104232331,26327648900,33499938689,47691135082,23577403399,18371348298,17902097845,,,,,,,,-0.215549,2.186911,2.838942,-3.088871,1.193027,0.180278,-0.147113,5.733479,3.810189,3.758299,4.167269,3.202128,2.449165,1.727473,,,,,,,
2022-01-11,2022-01-17,2673,41819.507812,42742.179688,43946.742188,42598.871094,43101.898438,43172.039062,43118.121094,43001.15625,44135.367188,44278.421875,43346.6875,43724.671875,43436.808594,43179.390625,41407.753906,42528.988281,42447.042969,41982.617188,42669.035156,42691.023438,41680.320312,42735.855469,43949.101562,42591.570312,43099.699219,43177.398438,43113.878906,42250.550781,26327648900,33499938689,47691135082,23577403399,18371348298,17902097845,21690904261,,,,,,,,2.186911,2.838942,-3.088871,1.193027,0.180278,-0.147113,-2.002437,3.810189,3.758299,4.167269,3.202128,2.449165,1.727473,3.47666,,,,,,,
2022-01-12,2022-01-18,2674,42742.179688,43946.742188,42598.871094,43101.898438,43172.039062,43118.121094,42250.074219,44135.367188,44278.421875,43346.6875,43724.671875,43436.808594,43179.390625,42534.402344,42528.988281,42447.042969,41982.617188,42669.035156,42691.023438,41680.320312,41392.214844,43949.101562,42591.570312,43099.699219,43177.398438,43113.878906,42250.550781,42375.632812,33499938689,47691135082,23577403399,18371348298,17902097845,21690904261,22417209227,,,,,,,,2.838942,-3.088871,1.193027,0.180278,-0.147113,-2.002437,0.296048,3.758299,4.167269,3.202128,2.449165,1.727473,3.47666,2.703398,,,,,,,
2022-01-13,2022-01-19,2675,43946.742188,42598.871094,43101.898438,43172.039062,43118.121094,42250.074219,42374.039062,44278.421875,43346.6875,43724.671875,43436.808594,43179.390625,42534.402344,42478.304688,42447.042969,41982.617188,42669.035156,42691.023438,41680.320312,41392.214844,41242.914062,42591.570312,43099.699219,43177.398438,43113.878906,42250.550781,42375.632812,41744.328125,47691135082,23577403399,18371348298,17902097845,21690904261,22417209227,23091543258,,,,,,,,-3.088871,1.193027,0.180278,-0.147113,-2.002437,0.296048,-1.489782,4.167269,3.202128,2.449165,1.727473,3.47666,2.703398,2.915442,,,,,,,
2022-01-14,2022-01-20,2676,42598.871094,43101.898438,43172.039062,43118.121094,42250.074219,42374.039062,41744.027344,43346.6875,43724.671875,43436.808594,43179.390625,42534.402344,42478.304688,43413.023438,41982.617188,42669.035156,42691.023438,41680.320312,41392.214844,41242.914062,40672.824219,43099.699219,43177.398438,43113.878906,42250.550781,42375.632812,41744.328125,40680.417969,23577403399,18371348298,17902097845,21690904261,22417209227,23091543258,20382033940,,,,,,,,1.193027,0.180278,-0.147113,-2.002437,0.296048,-1.489782,-2.548634,3.202128,2.449165,1.727473,3.47666,2.703398,2.915442,6.56429,,,,,,,
2022-01-15,2022-01-21,2677,43101.898438,43172.039062,43118.121094,42250.074219,42374.039062,41744.027344,40699.605469,43724.671875,43436.808594,43179.390625,42534.402344,42478.304688,43413.023438,41060.527344,42669.035156,42691.023438,41680.320312,41392.214844,41242.914062,40672.824219,35791.425781,43177.398438,43113.878906,42250.550781,42375.632812,41744.328125,40680.417969,36457.316406,18371348298,17902097845,21690904261,22417209227,23091543258,20382033940,43011992031,,,,,,,,0.180278,-0.147113,-2.002437,0.296048,-1.489782,-2.548634,-10.381166,2.449165,1.727473,3.47666,2.703398,2.915442,6.56429,12.946321,,,,,,,
2022-01-16,2022-01-22,2678,43172.039062,43118.121094,42250.074219,42374.039062,41744.027344,40699.605469,36471.589844,43436.808594,43179.390625,42534.402344,42478.304688,43413.023438,41060.527344,36688.8125,42691.023438,41680.320312,41392.214844,41242.914062,40672.824219,35791.425781,34349.25,43113.878906,42250.550781,42375.632812,41744.328125,40680.417969,36457.316406,35030.25,17902097845,21690904261,22417209227,23091543258,20382033940,43011992031,39714385405,,,,,,,,-0.147113,-2.002437,0.296048,-1.489782,-2.548634,-10.381166,-3.914348,1.727473,3.47666,2.703398,2.915442,6.56429,12.946321,6.414753,,,,,,,
2022-01-17,2022-01-23,2679,43118.121094,42250.074219,42374.039062,41744.027344,40699.605469,36471.589844,35047.359375,43179.390625,42534.402344,42478.304688,43413.023438,41060.527344,36688.8125,36433.3125,41680.320312,41392.214844,41242.914062,40672.824219,35791.425781,34349.25,34784.96875,42250.550781,42375.632812,41744.328125,40680.417969,36457.316406,35030.25,36276.804688,21690904261,22417209227,23091543258,20382033940,43011992031,39714385405,26017975951,,,,,,,,-2.002437,0.296048,-1.489782,-2.548634,-10.381166,-3.914348,3.558509,3.47666,2.703398,2.915442,6.56429,12.946321,6.414753,4.70319,,,,,,,
2022-01-18,2022-01-24,2680,42250.074219,42374.039062,41744.027344,40699.605469,36471.589844,35047.359375,36275.734375,42534.402344,42478.304688,43413.023438,41060.527344,36688.8125,36433.3125,37247.519531,41392.214844,41242.914062,40672.824219,35791.425781,34349.25,34784.96875,33184.058594,42375.632812,41744.328125,40680.417969,36457.316406,35030.25,36276.804688,36654.328125,22417209227,23091543258,20382033940,43011992031,39714385405,26017975951,41856658597,,,,,,,,0.296048,-1.489782,-2.548634,-10.381166,-3.914348,3.558509,1.040674,2.703398,2.915442,6.56429,12.946321,6.414753,4.70319,11.201595,,,,,,,
2022-01-19,2022-01-25,2681,42374.039062,41744.027344,40699.605469,36471.589844,35047.359375,36275.734375,36654.804688,42478.304688,43413.023438,41060.527344,36688.8125,36433.3125,37247.519531,37444.570312,41242.914062,40672.824219,35791.425781,34349.25,34784.96875,33184.058594,35779.429688,41744.328125,40680.417969,36457.316406,35030.25,36276.804688,36654.328125,36954.003906,23091543258,20382033940,43011992031,39714385405,26017975951,41856658597,26428189594,,,,,,,,-1.489782,-2.548634,-10.381166,-3.914348,3.558509,1.040674,0.817573,2.915442,6.56429,12.946321,6.414753,4.70319,11.201595,4.542762,,,,,,,
2022-01-20,2022-01-26,2682,41744.027344,40699.605469,36471.589844,35047.359375,36275.734375,36654.804688,36950.515625,43413.023438,41060.527344,36688.8125,36433.3125,37247.519531,37444.570312,38825.410156,40672.824219,35791.425781,34349.25,34784.96875,33184.058594,35779.429688,36374.90625,40680.417969,36457.316406,35030.25,36276.804688,36654.328125,36954.003906,36852.121094,20382033940,43011992031,39714385405,26017975951,41856658597,26428189594,31324598034,,,,,,,,-2.548634,-10.381166,-3.914348,3.558509,1.040674,0.817573,-0.275702,6.56429,12.946321,6.414753,4.70319,11.201595,4.542762,6.631853,,,,,,,
2022-01-21,2022-01-27,2683,40699.605469,36471.589844,35047.359375,36275.734375,36654.804688,36950.515625,36841.878906,41060.527344,36688.8125,36433.3125,37247.519531,37444.570312,38825.410156,37148.324219,35791.425781,34349.25,34784.96875,33184.058594,35779.429688,36374.90625,35629.28125,36457.316406,35030.25,36276.804688,36654.328125,36954.003906,36852.121094,37138.234375,43011992031,39714385405,26017975951,41856658597,26428189594,31324598034,25041426629,,,,,,,,-10.381166,-3.914348,3.558509,1.040674,0.817573,-0.275702,0.776382,12.946321,6.414753,4.70319,11.201595,4.542762,6.631853,4.123142,,,,,,,
2022-01-22,2022-01-28,2684,36471.589844,35047.359375,36275.734375,36654.804688,36950.515625,36841.878906,37128.445312,36688.8125,36433.3125,37247.519531,37444.570312,38825.410156,37148.324219,37952.878906,34349.25,34784.96875,33184.058594,35779.429688,36374.90625,35629.28125,36211.109375,35030.25,36276.804688,36654.328125,36954.003906,36852.121094,37138.234375,37784.332031,39714385405,26017975951,41856658597,26428189594,31324598034,25041426629,22238830523,,,,,,,,-3.914348,3.558509,1.040674,0.817573,-0.275702,0.776382,1.73971,6.414753,4.70319,11.201595,4.542762,6.631853,4.123142,4.6912,,,,,,,
2022-01-23,2022-01-29,2685,35047.359375,36275.734375,36654.804688,36950.515625,36841.878906,37128.445312,37780.714844,36433.3125,37247.519531,37444.570312,38825.410156,37148.324219,37952.878906,38576.261719,34784.96875,33184.058594,35779.429688,36374.90625,35629.28125,36211.109375,37406.472656,36276.804688,36654.328125,36954.003906,36852.121094,37138.234375,37784.332031,38138.179688,26017975951,41856658597,26428189594,31324598034,25041426629,22238830523,17194183075,,,,,,,,3.558509,1.040674,0.817573,-0.275702,0.776382,1.73971,0.936493,4.70319,11.201595,4.542762,6.631853,4.123142,4.6912,3.09626,,,,,,,
2022-01-24,2022-01-30,2686,36275.734375,36654.804688,36950.515625,36841.878906,37128.445312,37780.714844,38151.917969,37247.519531,37444.570312,38825.410156,37148.324219,37952.878906,38576.261719,38266.339844,33184.058594,35779.429688,36374.90625,35629.28125,36211.109375,37406.472656,37437.710938,36654.328125,36954.003906,36852.121094,37138.234375,37784.332031,38138.179688,37917.601562,41856658597,26428189594,31324598034,25041426629,22238830523,17194183075,14643548444,,,,,,,,1.040674,0.817573,-0.275702,0.776382,1.73971,0.936493,-0.578366,11.201595,4.542762,6.631853,4.123142,4.6912,3.09626,2.171919,,,,,,,
2022-01-25,2022-01-31,2687,36654.804688,36950.515625,36841.878906,37128.445312,37780.714844,38151.917969,37920.28125,37444.570312,38825.410156,37148.324219,37952.878906,38576.261719,38266.339844,38647.261719,35779.429688,36374.90625,35629.28125,36211.109375,37406.472656,37437.710938,36733.574219,36954.003906,36852.121094,37138.234375,37784.332031,38138.179688,37917.601562,38483.125,26428189594,31324598034,25041426629,22238830523,17194183075,14643548444,20734730465,,,,,,,,0.817573,-0.275702,0.776382,1.73971,0.936493,-0.578366,1.491454,4.542762,6.631853,4.123142,4.6912,3.09626,2.171919,5.046607,,,,,,,
2022-01-26,2022-02-01,2688,36950.515625,36841.878906,37128.445312,37780.714844,38151.917969,37920.28125,38481.765625,38825.410156,37148.324219,37952.878906,38576.261719,38266.339844,38647.261719,39115.132812,36374.90625,35629.28125,36211.109375,37406.472656,37437.710938,36733.574219,38113.664062,36852.121094,37138.234375,37784.332031,38138.179688,37917.601562,38483.125,38743.273438,31324598034,25041426629,22238830523,17194183075,14643548444,20734730465,20288500328,,,,,,,,-0.275702,0.776382,1.73971,0.936493,-0.578366,1.491454,0.676007,6.631853,4.123142,4.6912,3.09626,2.171919,5.046607,2.60245,,,,,,,
2022-01-27,2022-02-02,2689,36841.878906,37128.445312,37780.714844,38151.917969,37920.28125,38481.765625,38743.714844,37148.324219,37952.878906,38576.261719,38266.339844,38647.261719,39115.132812,38834.617188,35629.28125,36211.109375,37406.472656,37437.710938,36733.574219,38113.664062,36832.730469,37138.234375,37784.332031,38138.179688,37917.601562,38483.125,38743.273438,36952.984375,25041426629,22238830523,17194183075,14643548444,20734730465,20288500328,19155189416,,,,,,,,0.776382,1.73971,0.936493,-0.578366,1.491454,0.676007,-4.620903,4.123142,4.6912,3.09626,2.171919,5.046607,2.60245,5.166997,,,,,,,
2022-01-28,2022-02-03,2690,37128.445312,37780.714844,38151.917969,37920.28125,38481.765625,38743.714844,36944.804688,37952.878906,38576.261719,38266.339844,38647.261719,39115.132812,38834.617188,37154.601562,36211.109375,37406.472656,37437.710938,36733.574219,38113.664062,36832.730469,36375.539062,37784.332031,38138.179688,37917.601562,38483.125,38743.273438,36952.984375,37154.601562,22238830523,17194183075,14643548444,20734730465,20288500328,19155189416,18591534769,,,,,,,,1.73971,0.936493,-0.578366,1.491454,0.676007,-4.620903,0.545605,4.6912,3.09626,2.171919,5.046607,2.60245,5.166997,2.10872,,,,,,,
2022-01-29,2022-02-04,2691,37780.714844,38151.917969,37920.28125,38481.765625,38743.714844,36944.804688,37149.265625,38576.261719,38266.339844,38647.261719,39115.132812,38834.617188,37154.601562,41527.785156,37406.472656,37437.710938,36733.574219,38113.664062,36832.730469,36375.539062,37093.628906,38138.179688,37917.601562,38483.125,38743.273438,36952.984375,37154.601562,41500.875,17194183075,14643548444,20734730465,20288500328,19155189416,18591534769,29412210792,,,,,,,,0.936493,-0.578366,1.491454,0.676007,-4.620903,0.545605,11.697807,3.09626,2.171919,5.046607,2.60245,5.166997,2.10872,11.936054,,,,,,,
2022-01-30,2022-02-05,2692,38151.917969,37920.28125,38481.765625,38743.714844,36944.804688,37149.265625,41501.480469,38266.339844,38647.261719,39115.132812,38834.617188,37154.601562,41527.785156,41847.164062,37437.710938,36733.574219,38113.664062,36832.730469,36375.539062,37093.628906,41038.097656,37917.601562,38483.125,38743.273438,36952.984375,37154.601562,41500.875,41441.164062,14643548444,20734730465,20288500328,19155189416,18591534769,29412210792,19652846215,,,,,,,,-0.578366,1.491454,0.676007,-4.620903,0.545605,11.697807,-0.143879,2.171919,5.046607,2.60245,5.166997,2.10872,11.936054,1.949488,,,,,,,
2022-01-31,2022-02-06,2693,37920.28125,38481.765625,38743.714844,36944.804688,37149.265625,41501.480469,41441.121094,38647.261719,39115.132812,38834.617188,37154.601562,41527.785156,41847.164062,42500.785156,36733.574219,38113.664062,36832.730469,36375.539062,37093.628906,41038.097656,41244.90625,38483.125,38743.273438,36952.984375,37154.601562,41500.875,41441.164062,42412.433594,20734730465,20288500328,19155189416,18591534769,29412210792,19652846215,16142097334,,,,,,,,1.491454,0.676007,-4.620903,0.545605,11.697807,-0.143879,2.343731,5.046607,2.60245,5.166997,2.10872,11.936054,1.949488,3.030514,,,,,,,
2022-02-01,2022-02-07,2694,38481.765625,38743.714844,36944.804688,37149.265625,41501.480469,41441.121094,42406.78125,39115.132812,38834.617188,37154.601562,41527.785156,41847.164062,42500.785156,44401.863281,38113.664062,36832.730469,36375.539062,37093.628906,41038.097656,41244.90625,41748.15625,38743.273438,36952.984375,37154.601562,41500.875,41441.164062,42412.433594,43840.285156,20288500328,19155189416,18591534769,29412210792,19652846215,16142097334,28641855926,,,,,,,,0.676007,-4.620903,0.545605,11.697807,-0.143879,2.343731,3.366587,2.60245,5.166997,2.10872,11.936054,1.949488,3.030514,6.257742,,,,,,,
2022-02-02,2022-02-08,2695,38743.714844,36944.804688,37149.265625,41501.480469,41441.121094,42406.78125,43854.652344,38834.617188,37154.601562,41527.785156,41847.164062,42500.785156,44401.863281,45293.867188,36832.730469,36375.539062,37093.628906,41038.097656,41244.90625,41748.15625,42807.835938,36952.984375,37154.601562,41500.875,41441.164062,42412.433594,43840.285156,44118.445312,19155189416,18591534769,29412210792,19652846215,16142097334,28641855926,33079398868,,,,,,,,-4.620903,0.545605,11.697807,-0.143879,2.343731,3.366587,0.634485,5.166997,2.10872,11.936054,1.949488,3.030514,6.257742,5.668797,,,,,,,
2022-02-03,2022-02-09,2696,36944.804688,37149.265625,41501.480469,41441.121094,42406.78125,43854.652344,44096.703125,37154.601562,41527.785156,41847.164062,42500.785156,44401.863281,45293.867188,44727.800781,36375.539062,37093.628906,41038.097656,41244.90625,41748.15625,42807.835938,43232.96875,37154.601562,41500.875,41441.164062,42412.433594,43840.285156,44118.445312,44338.796875,18591534769,29412210792,19652846215,16142097334,28641855926,33079398868,23245887300,,,,,,,,0.545605,11.697807,-0.143879,2.343731,3.366587,0.634485,0.499455,2.10872,11.936054,1.949488,3.030514,6.257742,5.668797,3.389895,,,,,,,
2022-02-04,2022-02-10,2697,37149.265625,41501.480469,41441.121094,42406.78125,43854.652344,44096.703125,44347.800781,41527.785156,41847.164062,42500.785156,44401.863281,45293.867188,44727.800781,45661.171875,37093.628906,41038.097656,41244.90625,41748.15625,42807.835938,43232.96875,43402.808594,41500.875,41441.164062,42412.433594,43840.285156,44118.445312,44338.796875,43565.113281,29412210792,19652846215,16142097334,28641855926,33079398868,23245887300,32142048537,,,,,,,,11.697807,-0.143879,2.343731,3.366587,0.634485,0.499455,-1.744936,11.936054,1.949488,3.030514,6.257742,5.668797,3.389895,5.092391,,,,,,,
2022-02-05,2022-02-11,2698,41501.480469,41441.121094,42406.78125,43854.652344,44096.703125,44347.800781,43571.128906,41847.164062,42500.785156,44401.863281,45293.867188,44727.800781,45661.171875,43810.832031,41038.097656,41244.90625,41748.15625,42807.835938,43232.96875,43402.808594,42114.539062,41441.164062,42412.433594,43840.285156,44118.445312,44338.796875,43565.113281,42407.9375,19652846215,16142097334,28641855926,33079398868,23245887300,32142048537,26954925781,,,,,,,,-0.143879,2.343731,3.366587,0.634485,0.499455,-1.744936,-2.656198,1.949488,3.030514,6.257742,5.668797,3.389895,5.092391,3.893158,,,,,,,
2022-02-06,2022-02-12,2699,41441.121094,42406.78125,43854.652344,44096.703125,44347.800781,43571.128906,42412.300781,42500.785156,44401.863281,45293.867188,44727.800781,45661.171875,43810.832031,42992.550781,41244.90625,41748.15625,42807.835938,43232.96875,43402.808594,42114.539062,41852.574219,42412.433594,43840.285156,44118.445312,44338.796875,43565.113281,42407.9375,42244.46875,16142097334,28641855926,33079398868,23245887300,32142048537,26954925781,18152390304,,,,,,,,2.343731,3.366587,0.634485,0.499455,-1.744936,-2.656198,-0.385467,3.030514,6.257742,5.668797,3.389895,5.092391,3.893158,2.687844,,,,,,,
2022-02-07,2022-02-13,2700,42406.78125,43854.652344,44096.703125,44347.800781,43571.128906,42412.300781,42236.566406,44401.863281,45293.867188,44727.800781,45661.171875,43810.832031,42992.550781,42693.054688,41748.15625,42807.835938,43232.96875,43402.808594,42114.539062,41852.574219,41950.941406,43840.285156,44118.445312,44338.796875,43565.113281,42407.9375,42244.46875,42197.515625,28641855926,33079398868,23245887300,32142048537,26954925781,18152390304,14741589015,,,,,,,,3.366587,0.634485,0.499455,-1.744936,-2.656198,-0.385467,-0.111146,6.257742,5.668797,3.389895,5.092391,3.893158,2.687844,1.75704,,,,,,,
2022-02-08,2022-02-14,2701,43854.652344,44096.703125,44347.800781,43571.128906,42412.300781,42236.566406,42157.398438,45293.867188,44727.800781,45661.171875,43810.832031,42992.550781,42693.054688,42775.777344,42807.835938,43232.96875,43402.808594,42114.539062,41852.574219,41950.941406,41681.957031,44118.445312,44338.796875,43565.113281,42407.9375,42244.46875,42197.515625,42586.917969,33079398868,23245887300,32142048537,26954925781,18152390304,14741589015,20827783012,,,,,,,,0.634485,0.499455,-1.744936,-2.656198,-0.385467,-0.111146,0.922809,5.668797,3.389895,5.092391,3.893158,2.687844,1.75704,2.594611,,,,,,,
2022-02-09,2022-02-15,2702,44096.703125,44347.800781,43571.128906,42412.300781,42236.566406,42157.398438,42586.464844,44727.800781,45661.171875,43810.832031,42992.550781,42693.054688,42775.777344,44667.21875,43232.96875,43402.808594,42114.539062,41852.574219,41950.941406,41681.957031,42491.035156,44338.796875,43565.113281,42407.9375,42244.46875,42197.515625,42586.917969,44575.203125,23245887300,32142048537,26954925781,18152390304,14741589015,20827783012,22721659051,,,,,,,,0.499455,-1.744936,-2.656198,-0.385467,-0.111146,0.922809,4.66877,3.389895,5.092391,3.893158,2.687844,1.75704,2.594611,5.110036,,,,,,,
2022-02-10,2022-02-16,2703,44347.800781,43571.128906,42412.300781,42236.566406,42157.398438,42586.464844,44578.277344,45661.171875,43810.832031,42992.550781,42693.054688,42775.777344,44667.21875,44578.277344,43402.808594,42114.539062,41852.574219,41950.941406,41681.957031,42491.035156,43456.691406,43565.113281,42407.9375,42244.46875,42197.515625,42586.917969,44575.203125,43961.859375,32142048537,26954925781,18152390304,14741589015,20827783012,22721659051,19792547657,,,,,,,,-1.744936,-2.656198,-0.385467,-0.111146,0.922809,4.66877,-1.375975,5.092391,3.893158,2.687844,1.75704,2.594611,5.110036,2.515992,,,,,,,
2022-02-11,2022-02-17,2704,43571.128906,42412.300781,42236.566406,42157.398438,42586.464844,44578.277344,43937.070312,43810.832031,42992.550781,42693.054688,42775.777344,44667.21875,44578.277344,44132.972656,42114.539062,41852.574219,41950.941406,41681.957031,42491.035156,43456.691406,40249.371094,42407.9375,42244.46875,42197.515625,42586.917969,44575.203125,43961.859375,40538.011719,26954925781,18152390304,14741589015,20827783012,22721659051,19792547657,26246662813,,,,,,,,-2.656198,-0.385467,-0.111146,0.922809,4.66877,-1.375975,-7.788223,3.893158,2.687844,1.75704,2.594611,5.110036,2.515992,8.839009,,,,,,,
2022-02-12,2022-02-18,2705,42412.300781,42236.566406,42157.398438,42586.464844,44578.277344,43937.070312,40552.132812,42992.550781,42693.054688,42775.777344,44667.21875,44578.277344,44132.972656,40929.152344,41852.574219,41950.941406,41681.957031,42491.035156,43456.691406,40249.371094,39637.617188,42244.46875,42197.515625,42586.917969,44575.203125,43961.859375,40538.011719,40030.976562,18152390304,14741589015,20827783012,22721659051,19792547657,26246662813,23310007704,,,,,,,,-0.385467,-0.111146,0.922809,4.66877,-1.375975,-7.788223,-1.250765,2.687844,1.75704,2.594611,5.110036,2.515992,8.839009,3.184876,,,,,,,
2022-02-13,2022-02-19,2706,42236.566406,42157.398438,42586.464844,44578.277344,43937.070312,40552.132812,40026.023438,42693.054688,42775.777344,44667.21875,44578.277344,44132.972656,40929.152344,40418.878906,41950.941406,41681.957031,42491.035156,43456.691406,40249.371094,39637.617188,39713.058594,42197.515625,42586.917969,44575.203125,43961.859375,40538.011719,40030.976562,40122.15625,14741589015,20827783012,22721659051,19792547657,26246662813,23310007704,13736557863,,,,,,,,-0.111146,0.922809,4.66877,-1.375975,-7.788223,-1.250765,0.227773,1.75704,2.594611,5.110036,2.515992,8.839009,3.184876,1.763404,,,,,,,
2022-02-14,2022-02-20,2707,42157.398438,42586.464844,44578.277344,43937.070312,40552.132812,40026.023438,40118.101562,42775.777344,44667.21875,44578.277344,44132.972656,40929.152344,40418.878906,40119.890625,41681.957031,42491.035156,43456.691406,40249.371094,39637.617188,39713.058594,38112.8125,42586.917969,44575.203125,43961.859375,40538.011719,40030.976562,40122.15625,38431.378906,20827783012,22721659051,19792547657,26246662813,23310007704,13736557863,18340576452,,,,,,,,0.922809,4.66877,-1.375975,-7.788223,-1.250765,0.227773,-4.214074,2.594611,5.110036,2.515992,8.839009,3.184876,1.763404,5.002924,,,,,,,
